Variable,count,mean,std,min,25%,50%,75%,max
predicted_demand_MW,14415.0,1166.4452096836587,166.55587947049955,851.9846668266672,1001.8483423333321,1191.6831523333335,1302.0938808333337,1547.2557996666671
mapped_predicted_wind_fraction,14415.0,0.7352966833391145,0.13551155251769986,0.1444493333333333,0.6880851666666671,0.7991350000000002,0.8297810000000003,0.871289666666666
mapped_predicted_wind_MW,14415.0,735.2966833391145,135.51155251770047,144.4493333333333,688.0851666666672,799.1350000000001,829.7810000000003,871.289666666666
scenario_residual_load_MW,14415.0,431.1485263445444,222.19519982889767,2.2854492666640454,261.89468310683293,426.05887133333124,574.5162788765016,1280.3396627239592
wind_share_of_predicted_demand,14415.0,0.6450735975729831,0.15792194959503147,0.10279967936994058,0.5552821937491901,0.6435734777217569,0.7450800182664952,0.9973419129289818
